match_id,y,ctx_dispersion,ctx_n_books,ctx_has_pinnacle,ctx_league_tier,ctx_league_E0,ctx_league_SP1,ctx_league_I1,ctx_league_D1,ctx_league_F1,ctx_month,ctx_is_weekend,ctx_season_phase,ctx_overround,pH_b365,pD_b365,pA_b365,pH_bw,pD_bw,pA_bw,pH_wh,pD_wh,pA_wh,pH_ps,pD_ps,pA_ps
6250,1,0.01895178882356669,4,1,1,0,0,1,0,0,5,1,2,1.05,0.40177519440735215,0.28976514020893884,0.30845966538370906,0.39337257115214064,0.2776747561073934,0.328952672740466,0.39768618944323936,0.28681610026512416,0.31549771029163654,0.3980954655592836,0.2967398715671961,0.3051646628735203
6249,1,0.012123161672809142,4,1,1,0,0,1,0,0,5,1,2,1.05,0.44539296650273735,0.29924839936902664,0.25535863412823606,0.4407039020657996,0.2960979342004591,0.26319816373374144,0.4485336400230017,0.2898217366302473,0.26164462334675104,0.4394873637210121,0.30404786169378195,0.25646477458520606
11376,0,0.009307533215605268,4,1,1,0,0,0,1,0,5,1,2,1.05,0.5151610291323099,0.22010344200803078,0.2647355288596593,0.5257095980311731,0.21853978671041838,0.2557506152584085,0.5257095980311731,0.21853978671041838,0.2557506152584085,0.5185829014214606,0.22072407245856215,0.2606930261199774
11377,0,0.014682876111359097,4,1,1,0,0,0,1,0,5,1,2,1.05,0.4540461369461735,0.23837422189674112,0.3075796411570853,0.43812451960030746,0.24788624135280551,0.31398923904688697,0.449438202247191,0.23595505617977527,0.3146067415730337,0.45375897845171587,0.23345570630486834,0.31278531524341585
11378,1,0.017061110531816838,4,1,1,0,0,0,1,0,5,1,2,1.05,0.4255319148936171,0.25531914893617025,0.3191489361702128,0.419889502762431,0.24861878453038674,0.33149171270718236,0.4095630021555947,0.24789339604154412,0.34254360180286103,0.41861191349832155,0.25247872589585446,0.32890936060582404
11379,0,0.009952719929997363,4,1,1,0,0,0,1,0,5,1,2,1.05,0.6872852233676976,0.1924398625429553,0.12027491408934707,0.6788389513108614,0.1900749063670412,0.13108614232209737,0.6880733944954128,0.1871559633027523,0.12477064220183487,0.6885195126987403,0.18790006194507536,0.12358042535618419
11380,1,0.009898777407612622,4,1,1,0,0,0,1,0,5,1,2,1.05,0.4146032477254405,0.2542899919382701,0.3311067603362892,0.41651705565529623,0.26032315978456017,0.32315978456014366,0.41025641025641024,0.2621082621082621,0.3276353276353276,0.4080082531260982,0.2642020655488669,0.32778968132503483
6247,1,0.008886371850440828,4,1,1,0,0,1,0,0,5,1,2,1.05,0.22120042934640713,0.2554127624186514,0.5233868082349414,0.2188711590403955,0.2632533662902535,0.517875474669351,0.2142857142857143,0.2619047619047619,0.5238095238095238,0.2139744910084766,0.26439039847896695,0.5216351105125564
6248,0,0.009862124582635003,4,1,1,0,0,1,0,0,5,1,2,1.05,0.15789473684210528,0.2105263157894737,0.6315789473684211,0.16507242415960643,0.20634053019950807,0.6285870456408855,0.1586206896551724,0.20689655172413796,0.6344827586206896,0.15971990663554517,0.20140046682227405,0.6388796265421807
6246,1,0.02004298785122663,4,1,1,0,0,1,0,0,5,0,2,1.05,0.33018867924528306,0.33962264150943405,0.33018867924528306,0.3312220953172048,0.32551136953587373,0.34326653514692135,0.34285714285714286,0.3142857142857143,0.34285714285714286,0.340556188454876,0.3235849498275566,0.33585886171756735
11375,1,0.012612770564765651,4,1,1,0,0,0,1,0,5,0,2,1.05,0.18018018018018017,0.1891891891891892,0.6306306306306306,0.18018018018018017,0.1891891891891892,0.6306306306306306,0.16893477240732052,0.18582824964805256,0.6452369779446269,0.17802732279522207,0.1848222587797725,0.6371504184250054
6245,0,0.020195976511729108,4,1,1,0,0,1,0,0,4,0,2,1.05,0.4221789883268483,0.3064202334630351,0.27140077821011677,0.43029595015576316,0.29127725856697817,0.27842679127725856,0.4212076583210604,0.2916053019145803,0.2871870397643594,0.41506644738085785,0.31096618083517646,0.2739673717839657
6244,0,0.013845370113307408,4,1,1,0,0,1,0,0,4,1,2,1.05,0.5594817432273262,0.2502944640753828,0.19022379269729095,0.5574781823653325,0.24300331026181163,0.1995185073728558,0.5546995377503853,0.2357473035439137,0.20955315870570107,0.555652507765872,0.24292345816899935,0.20142403406512865
11372,1,0.014127621149368887,4,1,1,0,0,0,1,0,4,1,2,1.05,0.41257367387033406,0.27111984282907664,0.3163064833005894,0.41883568448241604,0.27717067355454006,0.3039936419630439,0.417910447761194,0.26865671641791045,0.3134328358208955,0.4069015370567646,0.28070308933191296,0.31239537361132247
11373,1,0.011201153453869935,4,1,1,0,0,0,1,0,4,1,2,1.05,0.6186966409868664,0.22147339342485978,0.1598299655882738,0.6102722850464338,0.2252195337671363,0.16450818118642999,0.6183749498312113,0.21850200305814163,0.16312304711064715,0.6246916199004884,0.2201430422532613,0.15516533784625033
6240,0,0.01657635111694682,4,1,1,0,0,1,0,0,4,1,2,1.05,0.6168258974121139,0.2483535850106669,0.1348205175772192,0.6331658291457287,0.22613065326633167,0.1407035175879397,0.6292134831460674,0.23595505617977527,0.1348314606741573,0.6266887597205053,0.2342477402838782,0.13906349999561646
6242,0,0.014793500585505086,4,1,1,0,0,1,0,0,4,1,2,1.05,0.6613756613756613,0.21164021164021163,0.12698412698412698,0.655146221040638,0.20508925180402585,0.1397645271553361,0.6690140845070423,0.19718309859154928,0.13380281690140844,0.6635416240480212,0.20170552512990164,0.13475285082207714
6241,1,0.014289168459331467,4,1,1,0,0,1,0,0,4,1,2,1.05,0.5925155925155925,0.24948024948024947,0.15800415800415799,0.5854612684547574,0.24959138286755447,0.16494734867768818,0.5878322828172102,0.24116196218141958,0.17100575500137025,0.5955385492143612,0.25059024668240654,0.1538712041032321
6243,1,0.01411537480455504,4,1,1,0,0,1,0,0,4,1,2,1.05,0.49281314168377827,0.2669404517453799,0.24024640657084187,0.4931506849315069,0.26027397260273977,0.24657534246575344,0.49202127659574474,0.25398936170212766,0.25398936170212766,0.48375728332432777,0.26362794731571,0.25261476935996224
11374,2,0.009499493981106107,4,1,1,0,0,0,1,0,4,1,2,1.05,0.2897350993377484,0.25496688741721857,0.4552980132450331,0.29188580015026305,0.25638617580766343,0.4517280240420737,0.29510064565134825,0.2552221800227877,0.449677174325864,0.2828821959588258,0.26077011056042704,0.4563476934807473
11371,1,0.005841226832783873,4,1,1,0,0,0,1,0,4,1,2,1.05,0.5492019871049572,0.22883416129373213,0.22196385160131063,0.5452990911681814,0.23008961651730583,0.2246112923145128,0.5483028720626633,0.2258485639686684,0.2258485639686684,0.5487057822670753,0.2240654702529124,0.22722874748001232
11370,0,0.00849711891872696,4,1,1,0,0,0,1,0,4,1,2,1.05,0.5692192187805826,0.21953720447195677,0.21124357674746064,0.5630689206762028,0.21846553966189855,0.21846553966189855,0.5694558605951011,0.21699819168173598,0.2135459477231629,0.5740682182603757,0.2167268779050407,0.20920490383458373
11369,2,0.012736005999284582,4,1,1,0,0,0,1,0,4,1,2,1.05,0.41025641025641024,0.2621082621082621,0.3276353276353276,0.417910447761194,0.26865671641791045,0.3134328358208955,0.4111855061047657,0.26270185112248917,0.32611264277274515,0.4082654835739805,0.2702763117514899,0.32145820467452957
11368,0,0.016576961289070245,4,1,1,0,0,0,1,0,4,1,2,1.05,0.6818181818181818,0.1818181818181818,0.13636363636363635,0.6731765054002071,0.1807959757360556,0.14602751886373724,0.6936936936936937,0.17153153153153156,0.13477477477477479,0.6786069391386259,0.1764875189701188,0.14490554189125543
11367,2,0.014338796150706358,4,1,1,0,0,0,1,0,4,1,2,1.05,0.5263157894736842,0.23684210526315788,0.23684210526315788,0.5158730158730158,0.24206349206349212,0.24206349206349212,0.5263157894736842,0.23684210526315788,0.23684210526315788,0.5360695400037794,0.23029240382023933,0.23363805617598132
6237,1,0.015278261991254415,4,1,1,0,0,1,0,0,4,1,2,1.05,0.4727272727272727,0.2909090909090909,0.23636363636363636,0.4612804025719877,0.28655297735532564,0.2521666200726866,0.471947194719472,0.28602860286028603,0.24202420242024206,0.4694903086862886,0.2957645369705671,0.2347451543431443
6238,1,0.013677619555433996,4,1,1,0,0,1,0,0,4,1,2,1.05,0.4505119453924914,0.28668941979522183,0.26279863481228666,0.4509283819628648,0.2785145888594165,0.27055702917771884,0.4509283819628648,0.2785145888594165,0.27055702917771884,0.4623486873133156,0.27927998742336113,0.25837132526332335
6239,0,0.014017624790539853,4,1,1,0,0,1,0,0,4,1,2,1.05,0.5895128762022959,0.25131864722308406,0.1591684765746199,0.5796056463018942,0.24862031670318088,0.171774036994925,0.5878322828172102,0.24116196218141958,0.17100575500137025,0.5816074492327142,0.24380514286017818,0.1745874079071077
11366,0,0.01120131593923417,4,1,1,0,0,0,1,0,4,0,2,1.05,0.4388121808208814,0.23586154719122376,0.3253262719878949,0.43857809968550465,0.24178023444200902,0.31964166587248644,0.429554841670491,0.24231298760899495,0.3281321707205139,0.4396141164977409,0.24288679936500185,0.31749908413725736
6236,0,0.014482412045725805,4,1,1,0,0,1,0,0,4,0,2,1.05,0.6750355281856939,0.19895783988630977,0.1260066319279962,0.6672491857971246,0.197394550798316,0.13535626340455953,0.6756756756756757,0.1891891891891892,0.13513513513513511,0.6833162499606441,0.18951349120002237,0.1271702588393335
